airline_sentiment,text
negative,"@united gates were DEFINITELY NOT FULL. We were parked and wheels were chocked. Customer service called it an ""UNMET ARRIVAL""!!"
negative,@united @abigailedge Another glitch??
positive,@united in spite of flight delay great customer service provided by Janet and baggage employee Karen. You have 2 wonderful employees United.
negative,@united I really have a hard time believing that 4 planes in this terminal are all delayed for mechanical issues. #whatgives #dullessucks
neutral,@United to start 3xdaily @EmbraerSA #ERJ145 flights from #Chicago @fly2ohare to #Evansville on 4JUN #avgeek
negative,"@United flight 4465 almost half an hour at the Tarmac ""waiting for papers""... Cannot miss my connection at IAH !"
negative,@united worst airline ever. Thanks for the slew of rude agents and staff making my delayed flights even worse.
negative,@united no chance in hell. I'd rather walk. Worst airline ever.
negative,@United is the worst major US airline.  More proof: they're boarding the plane with the outside galley door open in 0 degree weather.  Wtf?
neutral,@united [checked in + boardingpass w/no checkin bagage] guess i'm all set. :-)
positive,@united always makes our cross country flights rad. @hemispheresmag here's baby flier Charlotte! #8thtime5MonthsOld http://t.co/kCqnwIXUCm
negative,"@united Too Late Flight, damage has been done. Easily the worst airline experience of my life. Missed two connecting flights &amp; days of work. #UA49"
negative,@united don't know if you are aware that ALL of your premier access lines are closed in your terminal. I feel the love.
positive,@united #FirstClass to #London on my way to #LondonFashionWeek #LFW15 👠🇬🇧👠🇬🇧👠🇬🇧
negative,@united disappointed to learn you are now charging $200 to use 20k miles for upgrades on PS JFK flights. Will be looking at alternatives.
neutral,@united just kidding with you I'll send you my stuff now. Thanks
negative,@united @FAANews unacceptable practice to leave Cancelled Flighted flight passengers to sleep on cement with no pillows #UA1724 http://t.co/nDTLJ15ZpU
negative,@united can u get the crew member that we are waiting on? We were told 40 minutes ago they landed here and they are still not to our gate.
negative,@united Flight 6212...massive fail! They delaying to transport a crew member causing many to miss connections! Unreal!
negative,@united I had the worst customer experience at Houston intl airport... Your ground support even for @staralliance members is a nightmare
neutral,@united tremendous. What would you recommend?
negative,@united can you help me with a delayed flight as im going to miss my connection?
negative,"@united I'm counting on you, please don't let me down! #delayed #again #needtocatchmynextflight #alreadyrebookedonce"
negative,@United why is it so impossible to actually get a passenger AND their luggage to their final destination?
positive,@united -huge kudos to the FO of Sunday's flt #1623 sjo-iad. Handed my daughter her first pair of wings! Keeping traditions alive.
positive,@united awesome new plane flight 1701
negative,@united #flightdelay on an early craft arrival because pilot is stuck in traffic #fail #nocustomerservice #nocompensation
negative,"@united  oh united, how much I despise thee!"
neutral,@united lets see of we can do this today! Hoping for an on-time dept #dullestostatecollege #runningonthreehoursofsleep #delayedovernight
positive,"@united flt 912. Capt Herman is amazing! Came out before flight to play ""ask the captain anything."" Wonderful ambassador to the airline!!"
negative,@united your airline is the biggest joke of an operation in the world.
negative,@united what is going on with baggage claim in Newark!#tiredandwanttogohome
negative,@united usually your lounge staff are fantastic! Except today in MCO where almost denied entry to lounge even though traveling united-first
negative,"@united 2.5 hour delay, misplaced bag, poor communication, and the worse: unsympathetic, confrontational gate agent. Not cool!!!"
negative,@united Why don't you respond to my e-mails of facebook msg?! I'm still wating for my tickets!! I'm getting really angry and disappointed!
negative,@united then send your Jeff Smisek on a trip with JetBlue or SW and make sure he takes notes. I would never choose to fly United again.
negative,@united So disappointed in the service and the level of staff communication. Such a bummer.
neutral,@United pre-dawn flight to #miami from #EWR. Annual #SOBEWFF trip. Now.
negative,"Thanks @united, great news that u won't refund tickets due to a bad exchange rate. I knew u would come to your senses @gg8929 @UnitedAppeals"
positive,@united  Thank you for a wonderful global first class flight on your 777 to FRA. Great service. (cont) http://t.co/46n9kDcsxU
neutral,"@united got it, look forward to hearing from you soon"
negative,@united how are you going to rectify this? Please direct me to your complaints department #stickingToDelta
positive,"Thank you United! “@united: @dan_roam That's a beautiful place to stay a day longer. Have you been re-booked? If not, let me know. ^MN”"
negative,"@united to top it all off, your flight attendants talked loudly throug the flight, even when the lights were dimmed. Resulting in no sleep"
negative,"@united it seems like no one from United can help me. Lots of fingers pointed, zero people stepping up. At least the gate has Oreos"
negative,@united they have access to the dial that makes it faster do they?
neutral,@united I'll be impressed if I actually get a response! 😜
neutral,@united hi I left my asus tablet on flight to Heathrow from Newark on 16th feb and wondered how long it takes for someone to check if found?
negative,"@united 1hr delay at the start, huge queues at security, no representative to meet us, rude staff at baggage reclaim  #inefficient"
negative,@united has the worst flight attendants. They are like those angry and drunk aunts that we all have. Everything has to be an argument.
negative,@united its in black and white. EU law and all that €600 for a Cancelled Flightled flight. I want my money
